id_point_d_accueil,ID_A1,ID_A2,ID_A4,ID_A6,ID_A7,ID_A8,ID_A9,ID_A10,ID_A11,ID_A12,ID_A13,ID_A14,ID_A15,ID_A16,ID_A17,ID_A18,ID_A19,ID_A20,ID_A21,ID_A22,ID_A23,ID_A24,ID_A25,ID_B25,ID_C25,ID_D25,ID_E25,ID_F25,ID_A26,ID_B26,ID_C26,ID_D26,ID_E26,ID_F26,ID_A27,ID_B27,ID_C27,ID_D27,ID_E27,ID_F27,ID_A28,ID_B28,ID_C28,ID_D28,ID_E28,ID_F28,ID_A29,ID_B29,ID_C29,ID_D29,ID_E29,ID_F29,ID_A30,ID_B30,ID_C30,ID_D30,ID_E30,ID_F30,ID_A31,ID_B31,ID_C31,ID_D31,ID_E31,ID_F31,ID_A32,ID_B32,ID_C32,ID_D32,ID_E32,ID_F32,ID_A33,ID_B33,ID_C33,ID_D33,ID_E33,ID_F33,ID_A34,ID_B34,ID_C34,ID_D34,ID_E34,ID_F34,ID_A35,ID_A36,ID_A37,ID_A38,ID_A39,ID_A40,ID_A41,ID_A42,ID_A43,ID_A44,ID_A45,ID_B45,ID_C45,ID_A46,ID_A47,ID_A49,ID_A50,ID_B50,ID_C50,ID_A51,ID_A52,ID_B52,ID_C52,ID_A53,ID_A54,ID_A55,ID_A56,ID_A57,ID_A58,ID_A59,ID_A60,ID_A61,ID_A62,ID_A63,ID_A64,ID_A65,ID_A66,ID_A67,ID_A68,ID_A69,ID_A70,ID_A71,ID_A72,ID_A73,ID_A74,ID_A75,ID_A76,ID_A77,ID_A78,ID_A79,ID_A80,ID_A81,ID_A82,ID_A83,ID_A84,ID_A85,ID_A86,ID_A87,ID_B87,ID_C87,ID_D87,ID_E87,ID_A88,ID_B88,ID_C88,ID_D88,ID_E88,ID_A89,ID_B89,ID_C89,ID_D89,ID_E89,ID_A90,ID_B90,ID_C90,ID_D90,ID_E90,ID_A91,ID_B91,ID_C91,ID_D91,ID_E91,ID_A92,ID_B92,ID_C92,ID_D92,ID_E92,ID_A93,ID_B93,ID_C93,ID_D93,ID_E93,ID_A94,ID_B94,ID_C94,ID_D94,ID_E94,ID_A95,ID_B95,ID_C95,ID_D95,ID_E95,ID_A96,ID_B96,ID_C96,ID_D96,ID_E96,ID_A97,ID_B97,ID_C97,ID_D97,ID_E97,ID_A98,ID_B98,ID_C98,ID_D98,ID_E98,ID_A99,ID_B99,ID_C99,ID_D99,ID_E99,ID_A100,ID_B100,ID_C100,ID_D100,ID_E100,ID_A101,ID_B101,ID_C101,ID_D101,ID_E101,ID_A102,ID_B102,ID_C102,ID_D102,ID_E102,ID_A103,ID_A104,ID_A105
800000192A1,HOPITAL NORD CHU AMIENS,800000192,Structures des urgences générales sur site ayant aussi une structure des urgences pédiatriques,1,1,1,0,1,0,1,,1,1.00,3,1,0,1,"filière A.V.C., imagerie",1,1,0,1,19,8.76,7.90,0.00,,9,3,0.55,1.00,0.00,,,10,7.29,0.00,0.00,,,3,2.00,0.00,,,,35,35.83,0.00,,,784,18,17.96,0.00,,,91,4,3.80,0.00,,,28,4,4.61,0.00,,,,23,22.41,0.00,,,154,0,0.00,,,,,1,1,0,,0,23,1,1,0,0,,,,1,1,,,,,0,,,,0,,1,1,1,1,1,2,1,1,1,1,1,0,1,100,1,3,0,0,,,0,,0,1,0,1,0,0,,,,11/06/2013,4,22,31,21,3,3,4,6,5,2,5,2,1,5,4,0,3,0,0,1,,,,,,3,4,4,2,2,0,0,0,0,0,2,3,3,2,2,0,0,0,0,0,1,2,1,0,1,5,5,7,5,5,3,3,4,2,3,2,2,0,0,2,1,3,0,0,1,2,2,3,3,2,0,0,0,0,0,131,,
800000192P1,HOPITAL NORD CHU AMIENS,800000192,Structures des urgences pédiatriques,0,1,1,0,1,1,1,"pédiatrie, spécialités médico-chirurgicales",1,1.30,1,1,0,0,,1,1,0,0,1,3.40,0.00,0.00,,22,8,1.00,0.00,0.00,,,3,3.84,,0.00,,,1,1.00,,,,,21,21.00,,,,,9,9.40,,,,,3,3.00,,,,,2,2.00,,,,,0,0.00,,,,,0,0.00,,,,,1,1,0,,1,42,0,1,0,,,,,,,,,,,0,,,,0,,0,0,0,0,0,,1,1,1,1,1,1,,,1,1,0,0,,,0,,0,1,0,1,0,0,,,,11/06/2013,1,2,8,8,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,1,2,2,1,1,2,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,2,3,4,3,2,2,2,2,1,2,1,1,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,67,,
800006124G1,HOPITAL SUD CHU AMIENS,800006124,Structures des urgences générales,0,1,1,0,1,0,1,,1,2.00,3,1,0,1,protocole douleur thoracique/SCA,0,,,,6,1.89,,0.00,0,0,1,0.25,,0.00,0,0,0,0.00,,0.00,0,0,1,1.00,,,92,,13,12.29,,,,50,6,5.62,,,,117,2,2.00,,,,,1,1.00,,,,,6,5.00,,,,,0,0.00,,,,,1,1,0,,0,17,0,1,0,0,,,,1,1,0,,,,0,,,,0,,1,1,1,2,1,2,1,1,0,1,0,0,1,104,1,3,0,0,,,0,,0,1,0,1,0,0,,,,11/06/2013,2,7,2,7,2,1,11,3,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,2,2,0,0,0,0,0,1,1,1,2,2,1,1,0,0,0,0,0,0,1,0,0,0,1,2,3,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,2,1,1,0,0,0,0,0,42,,
800015729G1,SAS DE CARDIOLOGIE ET URGENCES,800015729,Structures des urgences générales,1,1,1,0,0,0,0,pédiatrie,0,,1,1,0,1,"contrat relais avec le CHU sur AVC, SOS mains,et neurochirurgie, convention avec Unité d'accueil et d'oriention psy collaboration entre services d'urgences du territoires et régions SAMU, SMUR, Urgences des hôpitaux",0,,,,6,6.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,1,1.00,0.00,0.00,0,0,16,12.37,0.00,0.00,,0,12,8.49,0.00,0.00,,0,3,3.00,0.00,0.00,,0,7,7.00,0.00,0.00,,,5,2.74,0.00,0.00,,0,0,0.00,0.00,0.00,,0,1,1,0,,0,30,0,0,,0,,,,0,0,0,,,,0,,,,0,,1,1,1,1,1,0,1,1,1,1,0,1,0,,1,2,1,0,0,0,1,1,1,1,0,1,1,1,0,0,Réservation d'un quotas de  lits par les urgences dans les établissements partenaires d'aval,11/06/2013,0,3,7,0,0,0,1,3,1,0,0,4,3,1,5,1,2,3,0,0,,,,,,1,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,4,4,2,3,1,2,2,2,0,1,2,1,1,1,3,5,4,0,1,1,1,1,0,1,3,3,2,0,3,106,,
810000224G1,CENTRE MEDICO CHIR OBST CLAUDE BERNARD,810000224,Structures des urgences générales,0,1,1,1,1,0,0,,0,,1,1,0,1,Gestion des lits,0,,,,4,4.00,,,,,0,0.00,,,,,0,0.00,,,,,1,1.00,,,,,9,9.00,8.67,,,,2,2.00,2.00,,,,1,1.00,1.00,,,,1,1.00,1.00,,,,1,1.00,1.00,,,,0,0.00,0.00,,,,0,,,,,,0,1,0,0,,,,0,1,0,,,,0,,,,0,,1,1,1,1,1,0,1,1,1,1,1,1,0,,1,3,1,0,,,1,1,0,1,1,1,1,0,,,,11/06/2013,1,8,7,4,3,0,1,1,0,0,0,0,0,0,1,4,2,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,1,2,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,45,,
810000331G1,CENTRE HOSPITALIER D'ALBI,810000331,Structures des urgences générales,0,1,1,2,1,2,0,"pédiatrie, réanimation polyvalente",1,1.20,3,1,1,1,convention avec les établissements privés disposant de structure d'urgences,0,,,,22,12.30,,0.64,,,1,0.12,,,,,4,4.00,,,,,1,1.00,,,,,28,26.25,,,,,24,22.75,,,,,1,1.00,,,,,2,1.75,,,,,0,0.00,,,,,4,3.90,,,,,0,0,0,recrutement prévu d'un IAO au 1er août,0,,0,1,0,0,,,,1,1,0,,,,0,,,,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,3,0,0,,,0,,0,0,0,0,0,0,,,conventions avec structures de SSR,11/06/2013,6,9,15,5,2,0,2,1,2,3,3,3,0,0,6,6,6,1,4,4,1,1,0,0,0,1,3,3,2,1,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0,4,5,4,4,4,4,4,4,4,4,1,0,1,0,1,1,2,0,0,1,3,3,3,0,3,1,1,1,0,1,90,5,
810000380G1,CHIC DE CASTRES-MAZAMET,810000380,Structures des urgences générales,1,1,1,1,1,1,0,"Digestif,pneumologie,pédiatrie,urologie,ORL,infectieux,oncologie,médecine interne",0,,3,3,1,1,ORUMIP + réunions SAMU + Conventions autres Etbs + CUMP (Collège Urg Midi-Pyrénées) ......,1,1,1,1,24,4.69,4.80,0.19,9250,29,4,1.10,0.00,0.00,0,0,8,8.94,0.00,0.00,0,0,1,1.00,0.00,0.00,210,21,41,31.54,0.00,0.00,697,0,23,20.34,0.00,0.00,197,0,0,0.00,0.00,0.00,0,0,6,5.20,0.00,0.00,59,0,0,0.00,0.00,0.00,0,0,1,0.99,0.00,0.00,0,0,1,1,1,,1,54,0,1,0,0,,,,1,1,0,,,,0,,,,0,,1,1,1,1,1,1,1,1,1,1,0,0,1,22,1,99,0,0,,,1,1,0,0,1,0,1,0,,,Création d'un salon de sortie pour faciliter la libération de lits en voie d'être opérationnel,11/06/2013,0,8,7,11,3,0,3,5,10,0,5,2,2,3,4,1,1,1,2,2,0,1,0,0,0,2,3,3,2,2,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,6,6,7,6,6,3,3,4,3,3,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,105,2,2
810000455G1,CENTRE HOSPITALIER DE LAVAUR,810000455,Structures des urgences générales,0,1,0,0,0,0,0,,0,,3,3,1,1,,1,0,1,0,10,10.00,,,,,0,0.00,,,,,0,0.00,,,,,1,0.50,,,,,17,15.27,,0.01,,,4,4.00,,,,,0,0.00,,,,,2,2.00,,,,,0,0.00,,,,,0,0.00,,,,,0,,,,,,0,0,,0,,,,1,1,0,,,,0,,,,0,,,,0,,0,,1,1,1,0,,,1,80,1,2,0,0,,,1,2,1,0,1,1,1,0,,,,11/06/2013,0,0,0,0,0,2,2,4,5,2,3,2,1,2,2,0,1,2,1,2,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,3,3,2,2,1,1,1,0,1,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,48,1,3
810101444G1,SA  POLYCLINIQUE DU SIDOBRE,810101444,Structures des urgences générales,0,1,1,1,1,0,1,"ORL : oui, organisé - VISCERAL : oui, organisé -",0,,1,1,0,1,contrat de relais/convention(urologie/cardiologie/neurologie),0,0,0,,5,4.00,0.00,0.00,,,0,0.00,0.00,0.00,,,0,0.00,0.00,0.00,,,1,0.50,0.00,0.00,,,6,6.00,0.00,0.00,,,5,5.00,0.00,0.00,,,2,2.00,0.00,0.00,,,2,2.00,0.00,0.00,,,2,2.00,0.00,0.00,,,1,1.00,0.00,0.00,,,0,0,0,ide urgence formees,1,5,1,0,0,0,,,,0,0,0,,,,0,,,,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,,1,2,1,1,1,0,1,2,1,0,0,0,1,1,0,0,,11/06/2013,0,0,8,7,2,0,5,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,44,0,0
820000016G1,CENTRE HOSPITALIER DE MONTAUBAN,820000016,Structures des urgences générales,1,1,1,0,1,2,2,,0,,3,3,1,1,mutualisation des moyens médicaux départementaux,0,,,,25,7.70,2.30,0.52,120967,29400,3,1.03,,,474,,9,8.59,,,,,2,1.84,,,4774,,35,29.47,,,29587,,18,16.70,,,1731,,0,0.59,,,,,6,5.11,,,,,3,3.00,,,,,2,0.66,,,,,1,1,0,,0,89,1,1,0,0,,,,1,1,0,,,,1,1,,,0,,1,1,1,0,0,0,1,1,1,1,0,0,1,14,1,2,0,0,,,1,1,1,,1,1,1,1,1,30,,11/06/2013,3,17,16,16,2,0,2,8,1,0,5,5,1,4,2,3,3,2,2,5,0,0,1,0,0,2,3,2,2,2,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,1,2,2,0,1,5,6,6,4,5,2,2,2,3,2,0,0,0,0,0,0,3,0,0,0,1,1,1,0,1,0,1,0,0,0,88,4,6
820000057G1,CLINIQUE DU PONT DE CHAUME,820000057,Structures des urgences générales,1,1,0,0,0,0,0,,0,,1,1,0,1,"orumip, formation continu, collège ses urgences midi pyrénées",1,0,1,0,5,3.50,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,1,1.00,0.00,0.00,0,0,12,10.60,0.00,0.00,0,0,6,5.70,0.00,0.00,0,0,2,2.00,0.00,0.00,0,0,4,3.50,0.00,0.00,0,0,1,1.00,0.00,0.00,0,0,0,0.00,,,,,1,1,0,,0,33,1,0,,0,,,,0,1,0,,,,0,,,,0,,1,1,1,1,1,0,1,1,1,1,1,1,0,,1,2,1,1,1,1,1,2,1,1,0,0,1,1,1,28,,11/06/2013,3,2,2,4,0,0,2,0,0,0,4,4,0,1,3,0,3,0,0,0,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,3,3,2,3,1,1,2,1,1,1,0,0,1,1,1,2,3,1,1,0,0,1,1,0,1,2,2,1,1,44,,
820004950G1,CH INTERCOMMUN CASTELSARRASIN-MOISSAC,820004950,Structures des urgences générales,0,1,1,0,0,0,0,,0,,3,3,1,1,Fédération départementale des urgences du 82 : mise en commun des pratiques professionnelles.,1,0,1,1,6,6.30,,,,,0,0.00,,,,,0,0.00,,,,,0,0.00,,,,,22,22.60,,0.17,,,11,9.11,,,,,2,2.02,,,,,1,1.00,,,,,0,0.00,,,,,5,2.74,,,,,1,1,0,"Le matin, en semaine, il n'y a pas d'IAO et l'accueil est assuré par une secrétaire. La nuit, c'est une AS qui réalise l'accueil des patients.",0,18,1,1,0,0,,,,0,1,0,,,,0,,,,0,,0,0,0,1,1,0,1,1,1,0,,,0,,1,3,0,0,,,0,,1,0,0,1,1,1,0,0,,11/06/2013,2,0,0,7,1,0,0,1,1,0,2,1,0,2,2,2,1,1,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,3,3,4,3,3,1,1,1,1,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3,3,2,0,3,47,1,2
830000345A1,HOPITAL SAINTE MUSSE,830000345,Structures des urgences générales sur site ayant aussi une structure des urgences pédiatriques,1,1,0,0,2,0,2,,1,0.50,2,1,0,0,,1,1,1,0,27,12.55,3.00,0.40,1634,1370,0,0.00,0.00,0.00,0,0,8,6.00,0.00,0.00,0,0,2,2.00,0.00,0.00,1494,413,52,46.85,0.00,0.00,67848,0,25,24.10,0.00,0.00,20633,0,12,10.96,1.20,0.00,3366,0,2,2.00,0.00,0.00,0,0,4,4.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,1,1,0,,1,60,1,0,,0,,,,1,1,,,,,1,1,1,1,1,0,1,2,1,0,0,2,1,1,1,1,0,1,1,51,1,99,0,0,0,,1,3,1,0,0,1,0,1,1,5,,11/06/2013,0,1,0,2,1,0,2,2,14,5,2,3,6,8,6,12,5,0,2,2,0,1,1,1,1,2,5,5,3,2,0,0,0,0,0,1,2,2,1,1,0,0,0,1,0,1,1,1,0,1,7,8,8,7,7,3,3,4,3,3,2,2,2,0,2,1,1,0,0,1,1,1,1,0,1,3,3,3,0,5,147,14,18
830000345P1,HOPITAL SAINTE MUSSE,830000345,Structures des urgences pédiatriques,0,0,,,,,,,0,,,,0,0,,1,0,1,0,1,1.00,,,124,,0,0.00,,,,,2,1.50,,,,,0,0.20,,,,546,7,5.43,0.50,0.03,,,6,1.69,1.00,,,,0,0.00,,,,,1,0.12,,,,,0,0.00,,,,,0,0.00,,,,,1,1,0,,1,60,1,0,,,,,,,,,,,,0,,,,1,0,0,0,0,0,0,0,1,1,1,1,0,1,,,1,99,0,0,,,1,3,1,,,,,,,,,11/06/2013,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,,,,,,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,,
830100517G1,CENTRE HOSPITALIER JEAN MARCEL,830100517,Structures des urgences générales,1,1,0,0,0,2,0,médecine,1,0.40,3,3,1,1,fédération urgences Hyères / Brignoles,0,0,0,0,14,11.44,1.56,,2072,23,0,0.00,,,,,4,3.91,0.09,,24,,2,0.85,0.15,,,,22,21.56,,,253,,17,16.38,,,67,,0,0.00,,,,,2,1.20,,,,,0,0.00,,,,,4,3.08,,,678,,1,1,0,,0,10,0,1,0,0,,,,1,0,0,,,,0,,,,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,1,3,1,0,0,0,1,1,1,1,1,1,1,1,3,3,,11/06/2013,1,5,9,8,3,1,4,2,5,0,4,2,3,3,5,4,3,1,2,2,0,0,0,1,0,2,3,3,3,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,3,3,3,3,3,2,2,2,1,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,1,1,1,85,1,1
830100525G1,CENTRE HOSPITALIER DE LA DRACENIE,830100525,Structures des urgences générales,0,1,0,0,1,0,0,,1,0.50,3,3,1,1,"protocoles thérapeutiques communs, reflexions sur le matériel, EPP, RMM",0,,,,12,11.60,2.00,0.00,567,0,4,4.10,,,,,2,1.50,,,,,2,1.40,,,,,30,26.18,,,,,18,18.04,,,,,6,5.77,,,,,4,4.00,,,,,0,0.00,,,,,0,0.00,,,,,1,1,0,,1,10,1,1,0,0,,,,1,1,0,,,,0,,,,1,1,1,,1,1,1,1,1,1,1,1,0,0,1,15,1,3,0,0,,,1,3,1,1,,1,1,1,0,0,,11/06/2013,6,8,10,10,2,0,2,1,1,0,2,2,0,2,4,6,5,0,0,0,0,0,1,0,1,3,4,4,3,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,4,4,4,3,4,3,3,3,2,3,2,2,1,0,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,80,2,4
830100533G1,CH MARIE JOSEE TREFFOT,830100533,Structures des urgences générales,1,1,2,0,1,1,1,pediatrie oui organisé,0,,3,3,1,1,ORUPACA et fédération des urgences de brignoles et de hyeres,1,1,1,0,19,12.00,2.00,,,,2,1.00,0.00,,,,2,2.00,,,,,1,1.00,,,,,28,26.00,,,,,12,9.00,,,,,4,3.00,,,,,2,1.00,,,,,5,3.00,,,,,6,6.00,,,,,1,1,0,,1,30,1,1,0,0,,,,1,1,0,,,,0,,,,0,,1,1,0,1,1,0,1,1,1,1,0,1,1,60,1,3,0,0,,,1,3,1,1,1,1,1,1,2,2,,11/06/2013,8,15,17,15,4,4,7,8,12,2,3,0,1,1,2,7,8,2,5,8,0,0,0,0,0,3,5,5,3,3,0,0,0,0,0,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0,4,5,5,4,4,1,2,2,2,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,87,3,4
830100566G1,CHI DE FREJUS SAINT RAPHAEL,830100566,Structures des urgences générales,1,1,2,0,2,2,0,,1,0.10,3,3,1,1,RESEAU PACA,0,,,,19,15.50,0.00,0.50,2256,588,0,0.00,0.00,0.00,0,0,2,2.00,0.00,0.00,0,0,2,2.00,0.00,0.00,,,33,34.00,1.00,0.00,,,18,17.90,0.00,0.00,,,5,5.00,0.00,0.00,,,5,5.00,0.00,0.00,,,10,10.00,0.00,0.00,,,6,6.00,0.00,0.00,,,1,1,0,MAO du 01/07/2013 au 31/08/2013,0,80,0,1,0,0,,,,1,1,0,,,,0,,,,0,,1,1,1,1,1,1,1,1,1,1,0,1,1,30,1,3,1,1,1,0,1,3,1,0,1,1,1,0,,,,11/06/2013,24,34,29,20,5,6,15,6,12,3,4,0,1,0,0,6,0,1,0,0,0,0,1,1,0,6,6,6,3,3,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2,2,2,1,1,6,8,8,5,5,3,3,3,2,2,1,1,1,0,0,2,3,2,0,0,2,2,2,0,0,1,1,1,1,1,112,2,2
830100574G1,HIA SAINTE ANNE,830100574,Structures des urgences générales,1,1,1,0,0,0,0,,1,4.00,,,,1,ORU PACA,1,0,1,1,6,4.00,,,,,0,0.00,,,,,4,3.50,,,,,1,0.70,,,,,23,12.70,,,,,8,7.00,,,,,3,2.70,,,,,3,2.50,,,,,1,0.50,,,,,1,0.50,,,,,1,1,0,,0,5,0,1,0,0,,,,0,0,0,,,,0,,,,0,,1,1,1,1,1,0,1,1,1,1,1,1,0,,0,,0,0,,,1,3,0,0,0,1,0,1,2,5,,11/06/2013,2,16,18,11,10,0,3,3,3,0,9,2,5,2,4,14,2,1,7,7,,,,,,3,3,3,1,1,0,0,0,0,0,4,4,4,1,0,1,1,1,1,1,1,1,1,0,1,7,7,7,3,6,2,2,2,1,2,2,2,2,0,2,2,2,1,1,1,1,1,1,1,1,2,2,0,0,1,82,,
830100590G1,CENTRE HOSPITALIER DE SAINT TROPEZ,830100590,Structures des urgences générales,0,1,0,0,1,1,0,"chirurgie, obstétrique, médecine polyvalente",0,,3,3,1,1,,0,,,,11,10.00,0.00,0.00,,0,0,0.00,,,,,1,1.00,,,,,1,1.00,,,,,30,28.00,,,,,14,12.50,,,,,3,3.00,,,,,6,5.00,,,,,2,2.00,,,,,0,0.00,,,,,1,1,0,"poste en palce de juin à septembre, assurée par IDE urgences le reste de l'année",0,50,0,0,,0,,,,0,0,0,,,,0,,,,,,1,1,1,1,1,0,1,1,1,0,,,0,,1,24,0,0,,,1,3,1,1,1,1,1,1,1,1,,11/06/2013,8,4,13,5,5,0,2,7,3,0,3,3,1,1,1,2,4,6,7,7,0,0,0,0,0,3,3,3,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,5,5,5,5,5,2,2,2,1,1,1,1,0,0,0,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,67,2,3
830100608G1,CENTRE HOSPITALIER GEORGE SAND,830100608,Structures des urgences générales,0,1,0,0,2,0,2,Filière pédiatrie médicale.,1,0.50,3,1,0,0,,1,1,0,0,7,5.68,,,,,0,0.00,,,,,0,0.00,,,,,2,1.20,0.00,0.00,0,0,22,20.71,0.00,0.00,13473,0,6,5.30,0.00,0.00,7525,0,4,4.00,0.00,0.00,765,0,2,2.00,0.00,0.00,0,0,2,2.00,0.00,0.00,1963,0,0,0.00,0.00,0.00,0,0,1,1,0,,0,82,0,0,,0,,,,0,1,0,,,,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,0,0,0,1,51,1,99,0,0,,,1,3,1,0,0,1,0,0,,,,11/06/2013,0,1,0,0,0,2,3,2,1,0,0,1,1,1,3,2,1,1,1,0,,,,,,1,2,2,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,3,4,4,3,3,1,1,1,0,1,2,2,1,0,1,0,1,0,0,0,1,1,2,1,1,1,1,1,0,1,79,,
830200523G1,POLYCLINIQUE MUTUALISTE MALARTIC,830200523,Structures des urgences générales,0,1,0,0,0,0,0,"Orthopédie, chirurgies viscérale et urologique, gastro-entérologie",0,,1,1,,1,"Conventions avec  le service de cardiologie interventionnelle de la clinique des Fleurs, avec le centre de la main, avec l'hôpital d'instruction des Armées pour la neurochirurgie et les brûlés",0,,,,5,5.08,,,,,0,0.00,,,,,0,0.00,,,,,1,0.00,,,,,6,5.50,,,,,0,0.00,,,,,0,0.00,,,,,2,2.25,,,,,0,0.00,,,,,0,0.00,,,,,0,,,,,,0,0,,0,,,,0,0,0,,,,0,,,,,,0,0,0,0,,0,0,1,1,1,0,0,0,,1,1,0,0,,,1,1,0,0,0,0,0,0,,,,11/06/2013,0,2,3,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,44,,
840000012G1,CENTRE HOSPITALIER DU PAYS D'APT,840000012,Structures des urgences générales,1,1,2,0,2,0,0,,0,,3,1,1,1,"ORU PACA: Mutualisation protocoles, H en tension",1,1,1,1,5,2.30,2.70,2.00,96,0,0,0.00,,,,,0,0.00,0.00,0.00,0,0,1,0.50,0.00,0.00,0,13,11,9.60,0.00,0.00,347,0,8,6.60,0.00,0.00,135,0,1,0.50,0.00,0.00,0,0,1,0.80,0.00,0.00,0,0,0,0.00,,,,,0,0.00,,,,,1,0,0,IDE et AS en reclassement,0,80,0,0,,0,,,,1,1,0,,,,0,,,,0,,1,0,0,1,1,1,1,1,1,0,0,0,1,40,1,2,1,0,,,1,2,1,1,1,1,1,0,,,Formalisation en cours dans le cadre de la FMI Sud Vaucluse,11/06/2013,3,11,2,2,2,0,11,2,2,2,3,9,0,2,0,0,0,0,0,0,,,,,,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,2,2,2,0,0,0,0,0,0,0,31,1,1
840000046G1,CENTRE HOSPITALIER DE CARPENTRAS,840000046,Structures des urgences générales,0,1,0,0,1,2,0,Médecine polyvalente et spécialité,0,,3,3,1,0,,0,,,,9,8.86,3.50,0.00,1659,955,1,0.18,0.00,0.00,0,0,3,2.46,0.00,0.00,0,0,1,1.00,0.00,0.00,0,0,20,19.52,0.00,0.12,1313,14,12,12.13,0.00,0.00,216,35,2,0.40,1.00,0.00,0,0,4,2.40,0.00,0.00,9,0,0,0.00,0.00,0.00,0,0,7,7.53,0.00,0.00,474,0,1,1,0,,0,10,0,0,0,0,,,,1,1,0,,,,1,1,,,0,,1,0,1,1,1,,1,1,1,1,0,1,0,,1,2,0,1,1,1,1,3,1,1,1,1,1,0,,,,11/06/2013,0,4,0,0,2,5,6,2,4,5,1,3,1,1,2,5,5,1,1,2,,,,,,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,2,4,4,2,2,2,2,2,2,2,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1,54,3,2
